Collection Date,State,Site,Lure,Trap Code,Class,Order,Family,Subfamily,Genus,Species,Finest ID,No of species,Count,Pinned,Notes
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Ptinidae,Dorcatominae,Sculptotheca,Sculptotheca puberula,Sculptotheca puberula,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Scarabaeidae,Rutelinae,Anomala,Anomala orientalis,Anomala orientalis,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Scirtidae,Scirtinae,Contacyphon,,Contacyphon sp.,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Staphylinidae,Aleocharinae,,,Aleocharinae gen. sp.,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Staphylinidae,Omaliinae,Phloeonomus,Phloeonomus laesicollis,Phloeonomus laesicollis,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Staphylinidae,Staphylininae,Belonuchus,Belonuchus rufipennis,Belonuchus rufipennis,,2,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Androchirus,Androchirus erythropus,Androchirus erythropus,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Capnochroa,Capnochroa fuliginosa,Capnochroa fuliginosa,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Mycetochara,Mycetochara fraterna,Mycetochara fraterna,,2,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Tenebrionidae,Stenochiinae,Haplandrus,Haplandrus fulvipes,Haplandrus fulvipes,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,2,,
7/10/24,NH,C,EA,C2-EA,Insecta,Hemiptera,Microphysidae,Microphysinae,Mallochiola,Mallochiola gagates,Mallochiola gagates,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Hemiptera,Veliidae,Microveliinae,Microvelia,Microvelia albonotata,Microvelia albonotata,,1,,
7/10/24,NH,C,EA,C2-EA,Insecta,Hymenoptera,Pompilidae,,,,Spider Wasp,,2,,
7/10/24,NH,C,EA,C2-EA,Insecta,Hymenoptera,,,,,Parasitic Wasp,4,4,,
7/10/24,NH,C,EA,C2-EA,Insecta,Lepidoptera,,,,,Moth,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Cerambycidae,Lepturinae,Brachyleptura,Brachyleptura brevis,Brachyleptura brevis,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Corylophidae,Corylophinae,Orthoperus,Orthoperus scutellaris,Orthoperus scutellaris,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Curculionidae,Cossoninae,Stenoscelis,Stenoscelis brevis,Stenoscelis brevis,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Lymantor,Lymantor decipiens,Lymantor decipiens,,2,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Elateridae,Dendrometrinae,Athous,Athous brightwelli,Athous brightwelli,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Elateridae,Dendrometrinae,Athous,Athous neacanthus,Athous neacanthus,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus melanotoides,Ampedus melanotoides,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,3,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Eucnemidae,Dromaeolinae,Dromaeolus,Dromaeolus cylindricollis,Dromaeolus cylindricollis,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Eucnemidae,Dromaeolinae,Onichodon,,Onichodon sp.,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Eucnemidae,Melasinae,Entomophthalmus,Entomophthalmus rufiolus,Entomophthalmus rufiolus,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Eucnemidae,Melasinae,Isorhipis,Isorhipis obliqua,Isorhipis obliqua,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Eucnemidae,Melasinae,Microrhagus,,Microrhagus sp.,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Histeridae,Dendrophilinae,Paromalus,Paromalus teres,Paromalus teres,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,17,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Melandryidae,Melandryinae,Dircaea,Dircaea liturata,Dircaea liturata,,2,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Mordellidae,Mordellinae,Mordellistena,Mordellistena trifasciata,Mordellistena trifasciata,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Ptinidae,Anobiinae,Priobium,Priobium sericeum,Priobium sericeum,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Scarabaeidae,Rutelinae,Anomala,Anomala orientalis,Anomala orientalis,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Staphylinidae,Pselaphinae,,,Pselaphinae gen. sp.,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Hymenorus,,Hymenorus sp.,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Isomira,,Isomira sp.,,2,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Tenebrionidae,Stenochiinae,Haplandrus,Haplandrus fulvipes,Haplandrus fulvipes,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Hemiptera,Gerridae,,,,Gerridae gen. sp.,,1,,
7/10/24,NH,C,I,C3-I,Insecta,Hemiptera,Microphysidae,Microphysinae,Mallochiola,Mallochiola gagates,Mallochiola gagates,,1,y,new state record/northernmost record
7/10/24,NH,C,I,C3-I,Insecta,Hymenoptera,Pompilidae,,,,Spider Wasp,,2,,
7/10/24,NH,C,I,C3-I,Insecta,Hymenoptera,,,,,Parasitic Wasp,5,5,,
7/10/24,NH,C,I,C3-I,Insecta,Lepidoptera,,,,,Moth,3,3,,
7/10/24,NH,C,I,C3-I,Insecta,Trichoptera,,,,,Caddisfly,,1,,
7/10/24,NH,D,E,D1-E,Arachnida,Araneae,,,,,Spider,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Cleridae,Epiphloeinae,Madoniella,Madoniella dislocata,Madoniella dislocata,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Cossoninae,Himatium,Himatium errans,Himatium errans,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Cossoninae,Stenoscelis,Stenoscelis brevis,Stenoscelis brevis,,2,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Cryptorhynchinae,Apteromechus,Apteromechus ferratus,Apteromechus ferratus,,1,y,apparent state record
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Corthylus,Corthylus columbianus,Corthylus columbianus,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Cyclorhipidion,Cyclorhipidion bodoanum,Cyclorhipidion bodoanum,,2,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Gnathotrichus,Gnathotrichus materiarius,Gnathotrichus materiarius,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Orthotomicus,Orthotomicus caelatus,Orthotomicus caelatus,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus saxesenii,Xyleborinus saxesenii,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,3,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Dryophthoridae,Dryophthorinae,Dryophthorus,Dryophthorus americanus,Dryophthorus americanus,,2,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Elateridae,Dendrometrinae,Athous,Athous cucullatus,Athous cucullatus,,2,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Elateridae,Dendrometrinae,Athous,Athous neacanthus,Athous neacanthus,,3,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Elateridae,Dendrometrinae,Hemicrepidius,Hemicrepidius nemnonius,Hemicrepidius nemnonius,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Eucnemidae,Melasinae,Isorhipis,Isorhipis obliqua,Isorhipis obliqua,,2,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Histeridae,Dendrophilinae,Paromalus,Paromalus teres,Paromalus teres,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Hydraenidae,Hydraeninae,Hydraena,,Hydraena sp.,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Hydrophilidae,,,,Hydrophilidae gen. sp.,,1,,missing head and pronotum
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Lampyridae,Lampyrinae,Ellychnia,Ellychnia corrusca,Ellychnia corrusca,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,23,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Leiodidae,Cholevinae,Sciodrepoides,Sciodrepoides terminans,Sciodrepoides terminans,,4,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Leiodidae,Leiodinae,Agathidium,,Agathidium sp.,,2,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Lucanidae,Syndesinae,Ceruchus,Ceruchus piceus,Ceruchus piceus,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Monotomidae,Monotominae,Pycnotomina,Pycnotomina cavicolle,Pycnotomina cavicolle,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Mordellidae,Mordellinae,Mordellaria,Mordellaria serval,Mordellaria serval,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,,3,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Scarabaeidae,Rutelinae,Anomala,Anomala orientalis,Anomala orientalis,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Staphylinidae,Aleocharinae,,,Aleocharinae gen. sp.,,3,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Staphylinidae,Silphinae,Necrophila,Necrophila americana,Necrophila americana,,3,,only one placed in vial
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Staphylinidae,Silphinae,Nicrophorus,Nicrophorus hebes,Nicrophorus hebes,,1,y,rarely collected bog/marsh specialist
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Staphylinidae,Silphinae,Nicrophorus,Nicrophorus orbicollis,Nicrophorus orbicollis,,10,,only one placed in vial
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Staphylinidae,Silphinae,Nicrophorus,Nicrophorus tomentosus,Nicrophorus tomentosus,,14,,only one placed in vial
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Staphylinidae,Silphinae,Oiceoptoma,Oiceoptoma noveboracense,Oiceoptoma noveboracense,,2,,only one placed in vial
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Staphylinidae,Staphylininae,Philonthus,Philonthus caeruleipennis,Philonthus caeruleipennis,,4,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Sepedophilus,,Sepedophilus sp.,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Isomira,,Isomira sp.,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Mycetochara,Mycetochara fraterna,Mycetochara fraterna,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Throscidae,NoSubfamily_Throscidae,Aulonothroscus,,Aulonothroscus sp.,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,2,,
7/10/24,NH,D,E,D1-E,Insecta,Hymenoptera,,,,,Parasitic Wasp,2,2,,
7/10/24,NH,D,E,D1-E,Insecta,Lepidoptera,,,,,Caterpillar,,1,,
7/10/24,NH,D,E,D1-E,Insecta,Lepidoptera,,,,,Moth,,1,,
7/10/24,NH,D,EA,D2-EA,Arachnida,Araneae,,,,,Spider,,2,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Carabidae,Harpalinae,Cymindis,Cymindis limbata,Cymindis limbata,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Carabidae,Trechinae,Mioptachys,Mioptachys flavicauda,Mioptachys flavicauda,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Xylotrechus,Xylotrechus integer,Xylotrechus integer,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Cerambycidae,Lepturinae,Judolia,Judolia cordifera,Judolia cordifera,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Cerambycidae,Spondylidinae,Tetropium,Tetropium schwarzianum,Tetropium schwarzianum,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Cerylonidae,Ceryloninae,Cerylon,Cerylon unicolor,Cerylon unicolor,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Cleridae,Epiphloeinae,Madoniella,Madoniella dislocata,Madoniella dislocata,,2,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Molytinae,Hylobius,Hylobius pales,Hylobius pales,,3,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Molytinae,Pissodes,Pissodes affinis,Pissodes affinis,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Corthylus,Corthylus columbianus,Corthylus columbianus,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Dendroctonus,Dendroctonus valens,Dendroctonus valens,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Hylurgops,Hylurgops pinifex,Hylurgops pinifex,,2,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Ips,Ips grandicollis,Ips grandicollis,,2,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Monarthrum,Monarthrum mali,Monarthrum mali,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus attenuatus,Xyleborinus attenuatus,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,11,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Dryophthoridae,Dryophthorinae,Dryophthorus,Dryophthorus americanus,Dryophthorus americanus,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Elateridae,Dendrometrinae,Athous,Athous neacanthus,Athous neacanthus,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Elateridae,Dendrometrinae,Limonius,Limonius basilaris,Limonius basilaris,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus melanotoides,Ampedus melanotoides,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,4,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Eucnemidae,Melasinae,Microrhagus,,Microrhagus sp.,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Histeridae,Dendrophilinae,Paromalus,Paromalus teres,Paromalus teres,,4,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Histeridae,Histerinae,Platysoma,Platysoma coarctatum,Platysoma coarctatum,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,14,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Melandryidae,Melandryinae,Rushia,Rushia longula,Rushia longula,,5,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Nitidulidae,Nitidulinae,Lobiopa,Lobiopa undulata,Lobiopa undulata,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Scirtidae,Scirtinae,Contacyphon,,Contacyphon sp.,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Staphylinidae,Omaliinae,Phloeonomus,Phloeonomus laesicollis,Phloeonomus laesicollis,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Staphylinidae,Staphylininae,Belonuchus,Belonuchus rufipennis,Belonuchus rufipennis,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Staphylinidae,Staphylininae,Quedius,Quedius cruentus,Quedius cruentus,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Sepedophilus,,Sepedophilus sp.,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Androchirus,Androchirus erythropus,Androchirus erythropus,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Mycetochara,Mycetochara fraterna,Mycetochara fraterna,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Tenebrionidae,Diaperinae,Corticeus,Corticeus thoracicus,Corticeus thoracicus,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,1,,
7/10/24,NH,D,EA,D2-EA,Insecta,Hymenoptera,,,,,Parasitic Wasp,5,7,,
7/10/24,NH,D,I,D3-I,Arachnida,Araneae,,,,,Spider,2,2,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Anthribidae,Choraginae,Euxenus,Euxenus punctatus,Euxenus punctatus,,4,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Corylophidae,Corylophinae,Orthoperus,Orthoperus scutellaris,Orthoperus scutellaris,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Curculionidae,Cossoninae,Stenoscelis,Stenoscelis brevis,Stenoscelis brevis,,5,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Curculionidae,Entiminae,Cyrtepistomus,Cyrtepistomus castaneus,Cyrtepistomus castaneus,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Orthotomicus,Orthotomicus caelatus,Orthotomicus caelatus,,2,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityogenes,Pityogenes hopkinsi,Pityogenes hopkinsi,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Dryophthoridae,Dryophthorinae,Dryophthorus,Dryophthorus americanus,Dryophthorus americanus,,4,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Elateridae,Agrypninae,Lacon,Lacon discoideus,Lacon discoideus,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Elateridae,Dendrometrinae,Athous,Athous brightwelli,Athous brightwelli,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Elateridae,Dendrometrinae,Athous,Athous neacanthus,Athous neacanthus,,2,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus melanotoides,Ampedus melanotoides,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,4,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Eucnemidae,Dromaeolinae,Nematodes,Nematodes penetrans,Nematodes penetrans,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Eucnemidae,Melasinae,Hylis,Hylis terminalis,Hylis terminalis,,2,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Eucnemidae,Melasinae,Isorhipis,Isorhipis obliqua,Isorhipis obliqua,,6,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Eucnemidae,Melasinae,Microrhagus,,Microrhagus sp.,2,3,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Cymbiodyta,,Cymbiodyta sp.,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,46,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Nitidulidae,Nitidulinae,Lobiopa,Lobiopa undulata,Lobiopa undulata,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Phalacridae,,,,Phalacridae gen. sp.,,2,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Pyrochroidae,Pyrochroinae,Dendroides,Dendroides canadensis,Dendroides canadensis,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Scirtidae,Scirtinae,Contacyphon,,Contacyphon sp.,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Staphylinidae,Pselaphinae,,,Pselaphinae gen. sp.,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Staphylinidae,Scydmaeninae,,,Scydmaeninae gen. sp.,,3,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Sepedophilus,,Sepedophilus sp.,2,6,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Synchroidae,NoSubfamily_Synchroinae,Synchroa,Synchroa punctata,Synchroa punctata,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Tetratomidae,Penthinae,Penthe,Penthe pimelia,Penthe pimelia,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Throscidae,NoSubfamily_Throscidae,Aulonothroscus,,Aulonothroscus sp.,,2,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Throscidae,NoSubfamily_Throscidae,Trixagus,Trixagus chevrolati,Trixagus chevrolati,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Hemiptera,Miridae,,,,Miridae gen. sp.,,1,,
7/10/24,NH,D,I,D3-I,Insecta,Hymenoptera,,,,,Parasitic Wasp,5,5,,
7/10/24,NH,D,I,D3-I,Insecta,Lepidoptera,,,,,Moth,2,3,,
7/10/24,NH,M,E,M1-E,Arachnida,Araneae,,,,,Spider,2,2,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Anamorphidae,NoSubfamily_Anamorphidae,Symbiotes,,Symbiotes sp.,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Chrysomelidae,Eumolpinae,Xanthonia,Xanthonia decemnotata,Xanthonia decemnotata,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Cleridae,Epiphloeinae,Madoniella,Madoniella dislocata,Madoniella dislocata,,4,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Cleridae,Peloniinae,Chariessa,Chariessa pilosa,Chariessa pilosa,,2,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Corylophidae,Corylophinae,Clypastraea,Clypastraea lunata,Clypastraea lunata,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Corylophidae,Corylophinae,Sericoderus,Sericoderus lateralis,Sericoderus lateralis,,4,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Cupedidae,Cupedinae,Cupes,Cupes capitatus,Cupes capitatus,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Curculionidae,Cossoninae,Stenoscelis,Stenoscelis brevis,Stenoscelis brevis,,5,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Anisandrus,Anisandrus sayi,Anisandrus sayi,,3,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Cyclorhipidion,Cyclorhipidion bodoanum,Cyclorhipidion bodoanum,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Elateridae,Dendrometrinae,Limonius,Limonius basilaris,Limonius basilaris,,2,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus fuscatus,Ampedus fuscatus,,1,y,https://bugguide.net/node/view/2437537
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus melanotoides,Ampedus melanotoides,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus similis,Melanotus similis,,5,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Eucnemidae,Dromaeolinae,Onichodon,,Onichodon sp.,,2,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Eucnemidae,Melasinae,Hylis,Hylis terminalis,Hylis terminalis,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Eucnemidae,Melasinae,Isorhipis,Isorhipis obliqua,Isorhipis obliqua,,4,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Eucnemidae,Melasinae,Microrhagus,,Microrhagus sp.,2,2,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Histeridae,Histerinae,Platysoma,Platysoma leconti,Platysoma leconti,,1,,
7/10/24,NH,M,E,M1-E,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,12,,
